date,title,link,compensation,employment_type,images,description
2019-08-06 10:57,AutoCAD and Civil 3D Operator/Designer,https://losangeles.craigslist.org/sfv/egr/d/simi-valley-autocad-and-civil-3d/6950850765.html,salary depends on experience,full-time,,"We are a Simi Valley Engineering Firm specializing in the oil and gas pipeline industry. We are currently looking for a full time AutoCAD and Civil 3D Operator/Designer. 

Job Type - Civil Engineering and Pipeline CAD/Design

Required: 

Proficient in AutoCAD R2014 or later
Minimum of 5 years AutoCAD experience required
Knowledge of industry standard drawing practices
Strong technical and mechanical aptitude
Good written and verbal communication skills
Proficient in Microsoft Excel and Word
Bachelors in Engineering, Associate of Arts Degree or Trade School Certification a plus A valid CA driver license

Helpful Job Experience would include: 

Oil and Gas Petrochemical Pipeline Industry Knowledge
Utility and Pipeline Research 
Alignment Sheets Generation 
Use of survey data 
Land Mapping 
Annotative text and dimensions
Viewports and x-refs

Responsibilities:

Develop and revise civil base maps, section details, and profile drawings per company and industry standards
Revise drawings per redline and verbal comments"
2019-08-06 10:58,AutoCAD and Civil 3D Operator/Designer,https://losangeles.craigslist.org/lac/egr/d/simi-valley-autocad-and-civil-3d/6950851507.html,salary depends on experience,full-time,,"We are a Simi Valley Engineering Firm specializing in the oil and gas pipeline industry. We are currently looking for a full time AutoCAD and Civil 3D Operator/Designer. 

Job Type - Civil Engineering and Pipeline CAD/Design

Required: 

Proficient in AutoCAD R2014 or later
Minimum of 5 years AutoCAD experience required
Knowledge of industry standard drawing practices
Strong technical and mechanical aptitude
Good written and verbal communication skills
Proficient in Microsoft Excel and Word
Bachelors in Engineering, Associate of Arts Degree or Trade School Certification a plus A valid CA driver license

Helpful Job Experience would include: 

Oil and Gas Petrochemical Pipeline Industry Knowledge
Utility and Pipeline Research 
Alignment Sheets Generation 
Use of survey data 
Land Mapping 
Annotative text and dimensions
Viewports and x-refs

Responsibilities:

Develop and revise civil base maps, section details, and profile drawings per company and industry standards
Revise drawings per redline and verbal comments"
2019-08-06 17:05,Landscape Design Assistant,https://losangeles.craigslist.org/lac/egr/d/los-angeles-landscape-design-assistant/6951149984.html,commensurate with knowledge and experience,full-time,,"Nationally published Landscape Design Firm specializing in High End Residential design is seeking design assistant to join our team.

Qualifications: 
Excellent proficiency in AutoCad required;
Strong Landscape Design skills;
Strong written and verbal communication skills;
Excellent hand graphics and proficiency in Photoshop and Sketchup;
Experience with Construction Documents and Detail Design Development;
B.A. required;
Excellent proficiency in English."
2019-08-07 06:03,ARCHITECTURAL MODEL MAKER,https://losangeles.craigslist.org/wst/egr/d/new-haven-architectural-model-maker/6951355002.html,Based on experience,full-time,,"KMCA, Inc., one of the nation's most sophisticated and advance model-making studios, is seeking both entry level or experienced model makers to join its team. 

If you have experience in an architectural and/or engineering model making, proficiency in CAD/CAM software, experience in project management, skill in laser cutting and 3D printing, knowledge in CNC milling, we want to talk to you. 

Visit our website KMCA.com to learn more and see projects from around the world."
2019-08-07 12:22,Architectural AutoCAD Drafter Experience,https://losangeles.craigslist.org/sgv/egr/d/pasadena-architectural-autocad-drafter/6951690962.html,Depending on Experience,contract,,"Opening for architectural production AutoCAD drafter work on Residential projects. Candidate must be able to produce: as-builts, site plan, floor plan, elevations, sections, etc and be able to put the documentation into a set of plans sufficient to submit to City/County Bldg. Departments for plan check. Person to be self-starter and be able to work solo and with a construction team. Candidate to have good computer knowledge and AutoCAD drafting skills. Ideal candidate will be able to intake as-built surveys from the field and draft from as-built, field measurements.

We Require:
Basic Construction Knowledge 
The ability to use AutoCAD 2014 or later, AutoCAD Architectural is a plus
The ability to do 3D Interior Design with SketchUp - Commercial & Residential 
The ability to work with clients in a polite and courteous manner
The ability to follow instructions and think on your feet
Working experience with doing as-built field measurements 
The ability to produce a quality product with little or no supervision
Must be able to work under pressure and deliver according to schedule

Minimum 2 years of working experience in Architectural design or similar knowledge of construction. Flexible days and hours of work available. Please send your resume as a PDF attachment. On the interview have examples of your work ready to show. Local Candidates Only. Pay will be commensurate with experience and past work examples."
2019-08-07 13:02,Construction Documentation Photographer,https://losangeles.craigslist.org/lac/egr/d/los-angeles-construction-documentation/6951726620.html,17-23,part-time,"https://images.craigslist.org/00n0n_a98aGctus5u_600x450.jpg,https://images.craigslist.org/00G0G_5troRQUeRpY_600x450.jpg,https://images.craigslist.org/00V0V_fpA5bjay0re_600x450.jpg,https://images.craigslist.org/00r0r_5EZ4ev5v5YN_600x450.jpg,https://images.craigslist.org/00n0n_f0RF10k5XbJ_600x450.jpg","Construction Photographer   
I.	Position Available:
Multivista is seeking a Construction Photographer for its Los Angeles, CA office. For your consideration to this position, please submit a resume in .doc or .docx format. (.pdf is also acceptable) Those who submit without are not considered and filtered out by our computer system.

As a Construction photographer with Multivista, your duties may include:
•	Performing photographic documentation on commercial and residential construction sites
•	Accessing buildings and sites in all stages of construction to perform the tasks of gathering photos of specific milestones and procedures
•	Coordinating with third-party project personnel
•	Managing project schedules
•	Organizing construction drawings or CAD files for cost estimates and to create interfaces under the direction of your Operations Manager
•	Position has the potential to develop into territory Operations Manager
•	Position is part-time, with high probability of developing into full-time
•	At times, the photographer can also perform the following duties: Matterport scans, 3D laser point-cloud gathering, video recording and UAV/Drone flights as directed
II.	Desired Work History or Experience:
•	 Photography experience preferable, but not necessary 
•	 Knowledge of construction terminology or having completed some or all of college in ANY field
•	 Ability to read and discern blueprints and construction drawings 
•	 Exceptional organizational and time management skills 
•	 Career-oriented team player
•	 Computer proficient 
•	 Ability to work alone 
•	 Must have own reliable vehicle, travel by car will cover areas from San Diego county, up to Santa Barbara
III.	Compensation:
•	 Compensation is $17 - $23 per hour, commensurate with experience  
IV.	Requirements:
 Education:  
 High School or equivalent required, College experience is preferred
 Experience:
•	 Experience within the construction industry or within architectural or outdoor photography
•	 On-site construction experience highly preferred
•	 Computer proficiency; Excel, Outlook and Word, highly preferred
•	 Clean driving record and reliable transportation for site visits
•	 Phone with ability to run updated apps and carry drawings as .pdfs
•	 Ability to read and discern blueprints, construction drawings and other construction documents
•	 Demonstrable ability to autonomously manage schedule
•	 OSHA certification preferred
•	 Exceptional organizational and time-management skills

 ***NOTE:  POSITIONS ARE IMMEDIATELY AVAILABLE WITH ANTICIPATED START DATE OF 9/1/2019, FOR TRAINING.  INTERVIEWS WILL BE HELD BEGINNING ON August 14, 2019 IN Marina Del Rey.  BRIEF PHONE INTERVIEWS MAY BE CONDUCTED BEFORE OR IN LIEU OF IN-PERSON INTERVIEWS***
V.	Company Overview:
Multivista is the leading provider of visual documentation to the Construction and Facilities Management Industries. Multivista combines photography, video and webcam services with a robust software delivery platform to create interactive records of actual construction conditions and events. 
Founded in 2003, Multivista now operates in almost every major metropolitan area across the United States and Canada, and in the United Kingdom. Multivista has been awarded contracts to document more than 1.5 billion square feet of construction projects, across nearly every vertical market, in the last five years alone.
Visit www.multivista.com for more information about Multivista.
Please do not contact the corporate office regarding this posting."
2019-08-07 16:42,Structural Concrete Co:  Seeking Project Estimator/Operations,https://losangeles.craigslist.org/sfv/egr/d/panorama-city-structural-concrete-co/6951891927.html,DOE: Salary Range $52k to $100k+,full-time,,"Structural Concrete & Shoring Company is seeking an experienced (5+ yrs) Project Operations / Estimator to join our team.  This is a hybridized position great for someone who enjoys wearing many hats, is enthusiastic and able to lead and motivate.  We want someone who will hit the ground running.  Our Company is experiencing rapid growth and is seeking the right individual that will assist in getting us to the next level.
  
Skills Required:
-	Able to read and analyze plans
-       Prepare Estimates
-	Able to do Take-Offs for New Projects
-	Working knowledge/experience in AutoCAD and Excel
-	Attend Job Meetings with Clients / Subs / Field
-	Materials Procurement
-	Field Management – scheduling and coordinating
-	Excellent communicator, written and verbal

We offer a great work environment that believes in personal growth.  We would love to hear from you if you believe you not only possess the above skills, you also have a few tricks up your sleeve.  Please send us your resume and contact information to set up a time to meet.  A great compensation package will be offered to our next team member.  

We look forward to hearing from you."
2019-08-07 14:48,Engineer - Dredging,https://losangeles.craigslist.org/lgb/egr/d/long-beach-engineer-dredging/6951815078.html,DOE,full-time,,PI112643052
2019-08-07 19:48,Architectural Intern Position,https://losangeles.craigslist.org/sfv/egr/d/los-angeles-architectural-intern/6951981274.html,TBD,employee's choice,,"We are looking to hire a full time/part time junior Architectural Drafter.  

Our firm is a small design company specializing in small medical office design, looking to expand in Los Angeles.  

The company is diversifying in the area of commercial and residential design.  

You would be tasked with working on multiple exciting design projects in Los Angeles. 

The Architectural designer must have;

Be proficient in AutoCad and Sketchup. Other programs like Vray, REVIT, Adobe Suite & other Rendering software is a plus. 
Be proficient in Excel, Microsoft, Mac and Windows software.

Have 1 to 3 years’ experience in the following tasks;
creating construction documents,
producing design presentations, 
coordination with trades plus engineers, 
construction administration.  

Be able to produce construction, structural, framing, millwork details, ect.
Experience in residential and commercial remodels is preferred.
Be able to communicate effectively in stressful situations.
Be able to meet deadlines.
Be able to work in a team setting.
Able to manage a flexible schedule.

If interested please forward a Portfolio, Resume, and professional work samples to be considered for the position."
2019-08-08 08:18,Architects - All Levels,https://losangeles.craigslist.org/lac/egr/d/los-angeles-architects-all-levels/6952203714.html,negotiable with experience,full-time,,"KPA is a national architectural and design firm with primary focus on retail and development projects with offices in New York and Hollywood.  The Hollywood office is working with national retailers on store design, concept development, roll-outs and urban retail buildings and mixed-uses projects across the country.  We are seeking Project Managers,  intermediate intern architects and recent graduates with commitment to excellence in design, quality and client service.   

Here are some key words for candidates we seek: 


Project Manager

-          Professional degree in Architecture

-          Min 8 years of experience in retail development and store roll-out projects

-          High degree of experience in design, production, QC/QA, const admin, client interaction and consultant coordination

-          Strong organization skills and multi-tasking experience

-          Great communication skills, common sense, leadership and ownership

-          High level proficiency with AutoCAD, Revit and other office use software

 

Intermediate Intern Architect / Designer   

-          Professional degree in Architecture or Interior Design

-          Min 4 years of experience in commercial projects

-          Experience through site investigation and all project phases

-          Self-motivation, flexibility and ambition

-          Great communication, common sense and ownership

-          High level proficiency with AutoCAD, Sketch-Up, PhotoShop and rendering skills

 

New Graduates

-          Professional degree in Architecture or Interior Design

-          Self-motivation, flexibility and ambition

-          Great communication, common sense and ownership

-          High level proficiency with AutoCAD, Sketch-Up, PhotoShop and rendering skills

Please submit a cover letter with brief introduction, salary requirement and resume."
2019-08-08 10:38,Senior Project Architect,https://losangeles.craigslist.org/wst/egr/d/los-angeles-senior-project-architect/6952335470.html,Salary will be comensurate to job experience,full-time,,"A well-established design-build firm located in West LA, specializing in unique, high-end modern residential buildings has an immediate opening for a highly motivated individual with a passion for great design.
We are looking for a SENIOR PROJECT ARCHITECT who has strong leadership skills, creative problem-solving skills and can manage projects through all phases of design and construction. Candidates should have architectural expertise, and possess strong graphic and verbal communication skills, able to effectively work in a team environment.

Job Requirements:
· Degree in Architecture.
· Minimum 10 years in design and construction of high-end residential, mixed-use, commercial and hotel projects.
· Minimum 5 years of Revit Modeling experience
· Highly proficient in AutoCAD, Photoshop, Rhino and Sketch Up.
· Expert design skills, skillful at program development, and possessing a solid understanding of structure.
· Ability to put together full construction document sets and manage the entitlement process and permitting.
· Ability to understand and generate complete detailed plans and working sketches.
· Competence in multi-tasking and working with multiple deadlines."
2019-08-09 10:05,Estimator / New Construction,https://losangeles.craigslist.org/sgv/egr/d/baldwin-park-estimator-new-construction/6953044300.html,Salary + Commission +Paid Time Off + Medical + 401K match (We Pay Weekly),full-time,"https://images.craigslist.org/00L0L_bn31ZpdTwec_600x450.jpg,https://images.craigslist.org/00B0B_1WANh21WylX_600x450.jpg,https://images.craigslist.org/00W0W_9mwSdrTdZa9_600x450.jpg,https://images.craigslist.org/00E0E_kAuKBzeQXW_600x450.jpg,https://images.craigslist.org/01313_IKpKmInMvk_600x450.jpg","Estimator Needed to Take off Plans, Estimates, Prepare Proposals for Overhead Doors on New Commercial Construction Projects.

Must Have at Least 2 Years of Experience in Reading Plans, Doing Estimates and Proposals With Overhead Doors or Similar Types of Products. 

Skills Required:
         Mechanically Inclined
         Computer Literate
         Good Communication Skills
         Customer Service / Inside Sales
         Moderate Typing Skills
         Detailed 
         Organized

Look Us Up: www.lawrencedoors.com"
2019-08-04 09:54,Entry level-Doing Site Measurements for Landscape Design/ Build Co.,https://losangeles.craigslist.org/lgb/egr/d/long-beach-entry-level-doing-site/6949319732.html,$20,part-time,,"Part time- Looking for architecture or drafting student/intern who can measure client property to develop base drawings for busy privately owned landscape design/ install business.  
Must have experience and knowledge  in taking on-site measurements and mechanical drawing/drafting in architecture scale and the ability to clearly relay this information in a base drawing.
(Landscape design experience not necessary).
 Must be able to communicate well with clients and be extremely reliable and friendly.  
This job is half outdoors with measuring around trees, shrubs, etc. Must have the ability to work outdoors, squat, bend and have a basic understanding of geometry. 
Will teach.  Compensation to be discussed. 
For approximately 6.5 hrs a week. 

This is not a full time position."
2019-08-02 11:49,Design/Sales Assistant,https://losangeles.craigslist.org/sgv/egr/d/el-monte-design-sales-assistant/6948047330.html,$15-$18/hour,full-time,,"Looking for a design/sales assistant to add to our growing team. Office located in El Monte, CA.
Knowledge and Skills Required:
•	Excellent client communication and presentation skills
•	Proficient in AutoCAD or related interior design software programs
•	Strong time-management skills
•	Willingness to learn
•	Proficient in interior space planning
•	Able to prioritize and concurrently work on multiple projects and maintain deadlines
•	Able to organize and effectively communicate both in written and verbal format
•	Strong computer skills (Microsoft Office Suite)
Education and Experience:
•	A minimum of 1 years AutoCAD experience
•	Interior design degree preferred but not required, recent graduates or in interior design school
To Apply, submit the following:
•	Cover letter including salary requirements, availability and references
•	Resume
•	Portfolio of projects (during interview)
Job Type: Full-time
Salary: $15.00 to $18.00 /hour
Experience:
•	Interior Design: 6+ months or more, recent graduates welcome"
2019-08-02 11:35,Cannon is hiring a Civil Principal Project Manager,https://losangeles.craigslist.org/lgb/egr/d/irvine-cannon-is-hiring-civil-principal/6948034435.html,DOE,full-time,,"provides exciting opportunities for professional growth and outlets for team building. We strive to provide opportunity for personal growth and a balance between personal and professional life. Not only do we work together, but we also enjoy spending time together outside of work. We work hard. We play hard. We have fun.

 we have provided creative solutions to clients in the energy industry, water resources, public infrastructure, and commercial and residential development. With offices throughout California, we continue to grow!  

 a   in our  office.  Located in Orange County, Irvine offers warm weather, beautiful scenery, and is one of the top bicycling cities in America with close to 300 miles of on-road bicycle lanes and 45 miles of mountain bike trails. It’s one of the safest communities in America and the public schools have consistently ranked among the best in California. 

 Commercial * Residential * Mixed-Use Development.

 project management, budgeting oversight, mentoring and leading less-experienced team members, preparing engineering reports and analyses, design and preparation of plans, specifications, and cost estimates for a variety of clients and great projects (residential / commercial and mixed use development) for land development projects in Southern California.  For a detailed description on job duties, visit www.CannonCorp.us and click on “Careers”.


•	Requires a Bachelor’s degree in Civil engineering from an accredited college.
•	Requires 10+ years’ experience in civil engineering specifically pertaining to land development projects.
•	5+ years demonstrated experience supervising and successfully managing projects within the constraints of scope, schedule, budget, and performance requirements, providing technical oversight for projects and all related project phases and tasks, to include quality assurance reviews.
•	Requires a California P.E. license.
•	Proven expertise in land development design.
•	Experience reviewing and managing employees’ performance and mentoring direct reports.
•	Proven experience in processing improvement plans with jurisdictional agencies in Southern California.
•	Highly proficient with code principles and able to convey them to others. 
•	Experience in management of client relationships.
•	Experience in hydrologic / hydraulic analyses a plus.
•	Working knowledge of computer software programs used for civil engineering design (AutoCAD, Civil3D, AES, WSPG, Flowmaster, etc.).


 competitive salaries, relocation assistance, an excellent benefits package, and an active and positive work environment.


Submit your resume and cover letter on-line at the “Careers” section at www.CannonCorp.us. EOE/AA

Or click on this link to apply –"
2019-08-02 12:09,Job Captain,https://losangeles.craigslist.org/wst/egr/d/torrance-job-captain/6948065720.html,Based on experience,full-time,,"Withee Malcolm Architects is an established award winning Southern California firm that specializes in high-density urban in-fill, mixed-use, affordable housing, commercial/industrial buildings and interiors. 

We are seeking experienced job captains to join our project team. We are looking for candidates with excellent interpersonal skills who are intelligent, collaborative and articulate. 

Job Captain applicants should have the technical and leadership abilities to plan, organize and manage the efforts of a production team to produce high quality construction documents within an allotted time and budget.  They should also be skilled in managing client and consultant relationships.
Responsibilities:
•	Supervising, coordinating and leading the production team on a project in developing the construction documents.  Responsible for overseeing 2-4 architectural staff.
•	Strong technical background and experience putting together a project.
•	Excellent written and oral skills.
•	Assist the project manager in developing project documents.
•	Administer complex projects.
•	Detail all components of a building.
•	Provide support for any tasks required for the successful completion of the project.
•	Coordinate with outside consultants and other team members.  Review consultants work to insure      
        compliance with code and project requirements.
•	Ensure accuracy of the plans.
•	Verify that the project work is done efficiently and in accordance with established office standards.
•	Review all drawings prior to plan check submittal, bidding and construction.

Skill Sets:
•	Space Planning
•	Proficient in AutoCad and Revit, Bluebeam
•	Code Knowledge
•	Experienced in Construction Observation (preferred) 
•	Consultant Coordination
•	Agency Coordination
•	Standard technical knowledge for construction documentation
•	
Education:
Bachelors of Architecture Degree or equivalent required.  Licensed or actively pursuing registration preferred.

Experience:
2 or more years’ experience as a Job Captain in an architectural firm through all phases of a project, or 5 or more years of architectural experience. Demonstrated experience in the development of a complete set of production plans from design development through construction documents and plan check.

If you meet the requirements of this position, please submit your resume via email with cover letter and compact representative sample of your work to hr@witheemalcolm.com with the subject line “Job Captain”.

WM is an equal opportunity employer offering a competitive compensation and benefit package. In order to be considered for employment, applicants must be currently eligible to work in the United States. We will contact only those candidates with whom we would like to move forward. 
For more information about the firm, visit our website at www.witheemalcolm.com  No phone calls or drop-ins please."
2019-08-01 13:22,SENIOR DRAFTERS & ARCHITECTS (LA & Valley),https://losangeles.craigslist.org/sfv/egr/d/glendale-senior-drafters-architects-la/6947374700.html,Competitive Salary + Commissions,full-time,"https://images.craigslist.org/00W0W_52IsrwbYO0X_600x450.jpg,https://images.craigslist.org/00303_gjwE28OZ3Lr_600x450.jpg,https://images.craigslist.org/00o0o_7XGTlue7XLh_600x450.jpg,https://images.craigslist.org/00D0D_7d8ndQMf7JD_600x450.jpg,https://images.craigslist.org/00303_a1KfF4pnRCa_600x450.jpg","SENIOR DRAFTERS & ARCHITECTS (Multiple locations throughout California)

•	Min 15 years’ Experience
•	Drafting of complete construction plan sets (excluding Title 24 and engineering calcs)
•	Drafting MEP's (bonus but not required)
•	Residential:  Renovation, Additions, New Construction, ADUs
•	Commercial:  Tenant Improvements, Additions, New Construction
•	Work with clients
•	Selling / closing new agreements 
•	Design sessions
•	Engineering details
•	Site Inspections
•	Permit Expediting / working with building departments
•	AutoCAD / Revit / Sketchup / Chief Architect

LOCATIONS

Video of an SKSI location:  

•	Glendale Galleria
•	Otay Ranch Town Center in Chula Vista
•	The Shoppes at Carlsbad in Carlsbad
•	Galleria at Tyler in Riverside
•	Valley Plaza Mall in Bakersfield
•	Visalia Mall in Visalia
•	Southland Mall in Hayward
•	Stonestown Mall in San Francisco
•	Northridge Mall in Northridge
•	Meadows Mall in Las Vegas  

EXPECTATIONS

•	Creativity
•	Completion
•	Competence
•	Collaboration

COMPENSATION

•	Salary (competitive based on experience and skill)
•	Commissions

ABOUT SKSI

Video about SKSI:  

SKSI Plans and Permits (SKSI), the first National brand offering construction plans and permit expediting services announced nine new stores in California and Los Vegas for its innovative retail concept chain by the end of the year.

SKSI Plans & Permits provides expert, fast, affordable and extremely accessible construction plans, engineering, Title 24 and permit expediting services for residential & commercial projects. SKSI helps builders, contractors, developers and property owners and managers save money and time without sacrificing quality by expediting planning and permitting for construction and property development.  SKSI’s proprietary processes include the use of custom-developed software that streamlines the design and permit processes.  

SKSI makes the process of creating and approving construction plans and permits extraordinary accessible and efficient for contractors, realtors and real estate investors, leasing companies and property managers, business and retail store owners, commercial landlords and homeowners. SKSI’s proprietary processes include the use of custom-developed software that streamlines the design and permit processes.  

CLIENT LIST INCLUDES

•	Homeowners
•	Leasing & management companies
•	Brookfield Properties
•	Westfield Malls
•	Apple Stores
•	AMC Theaters
•	Bloomingdales
•	Macy’s
•	Van’s
•	Starbucks
•	Victoria’s Secret
•	Gold’s Gym
•	Panda Express
•	… about 500 other top brands"
2019-07-31 15:12,Full Time Engineer (Hospitality),https://losangeles.craigslist.org/wst/egr/d/el-segundo-full-time-engineer/6946730587.html,$18-$22 depending on expierence,full-time,,"Interested in the Hospitality Industry?
Come and Join the LAX-South Team!
Rewarding benefits including: Medical, Dental, Vision and 401k Plan!
All proudly managed by Hilton 
**Prior Supervisory experience preferred. Electrical/plumbing experience preferred. Room preventative maintenance experience preferred. **
Beat the Rush! Apply online!
Click on the link underneath the job position you desire and it will take you directly to our job website.
 ***Must apply online to be considered, PLEASE SEE LINK BELOW TO APPLY***


An Engineer is responsible for maintaining the physical functionality and safety of the facility in the hotel's continuing effort to deliver outstanding guest service and financial profitability.

What will I be doing?

As an Engineer, you would be responsible for maintaining the physical functionality and safety of the facility in the hotel's continuing effort to deliver outstanding guest service and financial profitability. Specifically, you would be responsible for performing the following tasks to the highest standards:
•Maintain the physical functionality and safety of the facility including, but not limited to, guest rooms, public space and heart-of-the-house areas
•Respond to guest calls and team member work orders in a timely, friendly and efficient manner to assess and repair non-functioning machinery and/or equipment
•Perform a variety of repair and maintenance tasks including, but not limited to carpentry, plumbing, electrical work, painting, HVAC work and masonry
•Conduct inspections for preventive maintenance needs
•Record and report completed repairs and items that require further attention

What are we looking for?

Since being founded in 1919, Hilton has been a leader in the hospitality industry. Today, Hilton remains a beacon of innovation, quality, and success. This continued leadership is the result of our Team Members staying true to our Vision, Mission, and Values. Specifically, we look for demonstration of these Values:
•Hospitality - We're passionate about delivering exceptional guest experiences. 
•Integrity - We do the right thing, all the time. 
•Leadership - We're leaders in our industry and in our communities. 
•Teamwork - We're team players in everything we do. 
•Ownership - We're the owners of our actions and decisions. 
•Now - We operate with a sense of urgency and discipline 

In addition, we look for the demonstration of the following key attributes:
•Quality 
•Productivity 
•Dependability 
•Customer Focus 
•Adaptability 
What will it be like to work for Hilton?


Hilton is the leading global hospitality company, spanning the lodging sector from luxurious full-service hotels and resorts to extended-stay suites and mid-priced hotels. For nearly a century, Hilton has offered business and leisure travelers the finest in accommodations, service, amenities and value. Hilton is dedicated to continuing its tradition of providing exceptional guest experiences across its global brands.  Our vision ""to fill the earth with the light and warmth of hospitality"" unites us as a team to create remarkable hospitality experiences around the world every day.  And, our amazing Team Members are at the heart of it all! 

EOE/AA/Disabled/Veterans"
2019-07-31 12:36,Job Captain- Design Build firm,https://losangeles.craigslist.org/sfv/egr/d/los-angeles-job-captain-design-build/6946604040.html,Competitive Pay and Benefits,full-time,,"RAC is looking for creative, self-motivated, quick thinking individuals who thrive in a team environment and have strong technical, verbal and written communication skills. 

We are seeking experienced Job Captains who have the following qualifications:
- Candidates should have a minimum 5-10yrs experience producing project documents including SD, DD, Permitting, CD and Construction Phase docs.
- Must be able to coordinate with engineering consultants alongside leading small team(s) of designers and draftspersons.
- Proficiency in Revit and Sketch-Up required (Revit test will be required during interviewing process).
- Permitting experience in Los Angeles, Culver City, and Santa Monica a plus.

RAC is a team of architects, contractors, and fabricators who share a passion for beautiful design, and lasting spaces. Our projects are primarily adaptive reuse buildings in Los Angeles, Santa Monica, and Culver City. We take pride in breathing new life into well-worn buildings. If this sounds like your idea of adding value by design, take a look at some of our work. www.racdb.com  We're located in Frogtown (along the LA River near Dodger Stadium), have competitive pay and benefits, and weekly happy hours. We value our office culture; we love our free-time as much as our work. Work hard / Play hard candidates encouraged to apply!

TO APPLY: Reply to this ad posting along with current resume and work samples in PDF format. Maximum file size 5mb. Applications submitted directly to our office will be ignored."
2019-07-30 08:01,Residential Developer Hiring Drafter,https://losangeles.craigslist.org/lgb/egr/d/norwalk-residential-developer-hiring/6945573924.html,$16 to $25/ hr,full-time,,"We are a Residential Development Company in Norwalk. We are currently looking for a drafter working on all phases of projects from planning and conceptual design through construction. 
Responsibilities and duties will include drafting of residential design models, the development of construction documents, and project team support during construction. 

Requirements

High level of proficiency with Autodesk, AutoCad and Sketchup
Excellent written and verbal communication skills
Preferred Skills and Knowledge
Experience in traditional delivery methods
Understanding of project work plans, schedules, staffing and budgets
High level of proficiency with Adobe Suite
High level of proficiency with Microsoft Office Suite and G Suite

No Remote work. Full time at the office only."
2019-07-30 13:42,SOLIDWORKS Draftsperson/CNC Operator,https://losangeles.craigslist.org/sfv/egr/d/solidworks-draftsperson-cnc-operator/6945899307.html,Competitive Pay and Benefits,full-time,,"Looking to fill position ASAP! 

Small design/build firm in Frogtown seeking a full-time Solidworks Draftsperson/CNC Operator for custom designed steel doors and windows as well as other unique objects. Candidate must have a high level of craft and precision; appreciate the quality of our work and the need to ensure quality is upheld.  Must be a team player, capable of working successfully and succinctly with a talented group of designers, fabricators, draftsman, and managers.  We are an evolving, fast-paced, driven operation ideal for the right candidate who will bring their expertise and contribute to the upward momentum and continual improvement of the company. 

The Essential Functions of the position are:
•	Assist with output of standard and custom door and window fabrication drawings
•	Digitize hardware and add to Solidworks library
•	Compile all standard and repeat designs into company Door and Window catalog
•	Maintain Door and Window Catalog
•	Assist with drawings for custom projects
•	CNC programing and operating (Waterjet and Milling Machine)
•       Manual machining and turning     


Required Knowledge, Skills, And Abilities

•	Experience with Solidworks 
•	Competent in CNC Programing and operating
•      Excellent organizational skills
•      Experience with parametric and iterative design
•	Ability to excel in a fast-paced environment, multi-task, prioritize, with attention to detail
•	Clear vision and appreciation of the goals of the company and ability to imbue it in their daily work
•	Strong command of software, including MS Office, Apple Mail & iCal. Experience with AutoCAD and Rhino would be great, but not required. 
•	Strong proofreading and reviewing skills
•	Examine project scopes in an understandable way with clear logic, reason, and process
•	Serve as a team player and collaborator in a dynamic work atmosphere, ensuring positive flow of communication
•	Interpolate relevant information from various sources needed to complete a project


We offer great benefits such as health insurance, retirement plan, and paid vacation and holidays. We are a fun, relaxed office that knows how to have fun, but we also take our work very seriously. 

If interested in applying, send resume for immediate consideration."
2019-07-30 11:24,PROJECT ADMINISTRATOR GLASS WINDOW CONSTRUCTION IMMEDIATE HIRE!,https://losangeles.craigslist.org/wst/egr/d/culver-city-project-administrator-glass/6945771127.html,DOE - GENEROUS SALARY AND BENEFITS,full-time,,"ASIGHT PARTNERS, LLC is a dynamic project management, consulting and marketing agency, dedicated to creating meaningful connections through experiences that inspire. We are successful and we are growing!

We offer a generous salary and benefits package. For immediate consideration, please send your resume through this ad.

We look forward to hearing from you soon!"
